taxon_name	superkingdom	phylum	class	order	family	genus	taxon_annotation
OTU_97.10274	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.10275	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.10276	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10277	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.10278	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.10279	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium	NA
OTU_97.1028	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.10280	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10281	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10282	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	facultative_anaerobic
OTU_97.10283	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
OTU_97.10285	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.10286	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	aerobic
OTU_97.10288	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.10289	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
OTU_97.1029	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	NA
OTU_97.10290	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	anaerobic
OTU_97.10291	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Zoogloea	NA
OTU_97.10293	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.10294	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10295	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella	NA
OTU_97.10296	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.10298	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10299	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.103	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	facultative_anaerobic
OTU_97.1030	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10300	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.10304	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10305	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	anaerobic
OTU_97.10306	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10308	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium	NA
OTU_97.10309	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.1031	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	NA	NA
OTU_97.10310	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.10311	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.10312	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA	NA
OTU_97.10313	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.10314	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10318	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	facultative_anaerobic
OTU_97.1032	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
OTU_97.10321	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10322	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.10324	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	NA	NA
OTU_97.10325	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10327	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10328	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.10329	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.1033	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	anaerobic
OTU_97.10330	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.10332	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	facultative_anaerobic
OTU_97.10333	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.10334	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10335	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10336	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Terracoccus	NA
OTU_97.10337	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	NA
OTU_97.10338	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.10339	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.1034	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10340	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10341	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	facultative_anaerobic
OTU_97.10342	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10343	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10344	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.10345	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10346	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10347	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10348	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA
OTU_97.10349	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.1035	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	NA
OTU_97.10351	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.10355	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.10357	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10358	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.10359	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	anaerobic
OTU_97.1036	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	anaerobic
OTU_97.10360	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10362	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	facultative_anaerobic
OTU_97.10363	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA	NA
OTU_97.10364	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	NA
OTU_97.10365	Bacteria	Firmicutes	NA	NA	NA	NA	NA
OTU_97.10366	Bacteria	WPS-2	NA	NA	NA	NA	NA
OTU_97.10367	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10369	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.1037	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.10370	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10374	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.10375	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.10376	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10377	Bacteria	Armatimonadetes	5B-18	NA	NA	NA	NA
OTU_97.10378	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.10379	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	NA
OTU_97.1038	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharopolyspora	NA
OTU_97.10382	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10385	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.10386	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	aerobic
OTU_97.10389	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.1039	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10390	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	anaerobic
OTU_97.10391	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.10394	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.10396	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10397	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10398	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10399	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.104	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.1040	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10400	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10402	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10403	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Frigoribacterium	NA
OTU_97.10404	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.10405	Bacteria	TM7	TM7-3	EW055	NA	NA	NA
OTU_97.10406	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10407	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	anaerobic
OTU_97.10408	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.10409	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.1041	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	NA
OTU_97.10412	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	facultative_anaerobic
OTU_97.10413	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.10414	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.10415	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	anaerobic
OTU_97.10416	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.10417	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10418	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	aerobic
OTU_97.10419	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.1042	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.10420	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.10421	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.10423	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10424	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10425	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.10426	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Finegoldia	NA
OTU_97.10428	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.10429	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.1043	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	NA	NA
OTU_97.10430	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	NA
OTU_97.10432	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium	NA
OTU_97.10433	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10434	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10436	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.10437	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	aerobic
OTU_97.10438	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10439	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
OTU_97.1044	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	aerobic
OTU_97.10440	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.10441	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10443	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	facultative_anaerobic
OTU_97.10445	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.10446	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10447	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10449	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.1045	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	facultative_anaerobic
OTU_97.10450	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	anaerobic
OTU_97.10451	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10452	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
OTU_97.10455	Bacteria	TM7	TM7-3	NA	NA	NA	NA
OTU_97.10457	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	anaerobic
OTU_97.10459	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
OTU_97.1046	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	anaerobic
OTU_97.10460	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.10461	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10462	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU_97.10463	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.10464	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.10466	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10467	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.10468	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10469	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
OTU_97.1047	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.10470	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	facultative_anaerobic
OTU_97.10471	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10472	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10473	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10474	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	anaerobic
OTU_97.10475	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10476	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	anaerobic
OTU_97.10478	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.1048	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10480	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.10481	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.10483	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	anaerobic
OTU_97.10484	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10485	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.10486	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella	NA
OTU_97.10487	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10488	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.10489	Bacteria	Acidobacteria	iii1-8	DS-18	NA	NA	NA
OTU_97.1049	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.10491	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10492	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.10493	Bacteria	TM7	TM7-3	CW040	F16	NA	NA
OTU_97.10494	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.10495	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10496	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.10497	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	aerobic
OTU_97.10498	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	NA
OTU_97.10499	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA
OTU_97.105	Bacteria	TM7	TM7-3	EW055	NA	NA	NA
OTU_97.1050	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	facultative_anaerobic
OTU_97.10500	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	anaerobic
OTU_97.10502	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	aerobic
OTU_97.10503	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10504	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10505	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.10506	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	anaerobic
OTU_97.10507	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	facultative_anaerobic
OTU_97.10508	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10509	Bacteria	TM7	TM7-3	EW055	NA	NA	NA
OTU_97.1051	Bacteria	NA	NA	NA	NA	NA	NA
OTU_97.10510	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	NA
OTU_97.10512	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	aerobic
OTU_97.10513	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	NA
OTU_97.10514	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
OTU_97.10516	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	anaerobic
OTU_97.10517	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
OTU_97.10518	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	aerobic
OTU_97.1052	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	anaerobic
OTU_97.10520	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	NA
OTU_97.10521	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
OTU_97.10523	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
OTU_97.10524	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA
OTU_97.10525	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
OTU_97.10526	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	facultative_anaerobic
OTU_97.10527	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	anaerobic
OTU_97.1053	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
OTU_97.10530	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	facultative_anaerobic
